,Symbol,Volume,Date,Type,ClosingDate
22,93429,364.0,2024-07-31,Buy,2024-08-30
23,rf,769.0,2024-07-31,Buy,2024-08-30
24,24877,1964.0,2024-07-31,Buy,2024-08-30
25,25146,1998.0,2024-07-31,Buy,2024-08-30
0,11308,39.0,2024-08-30,Buy,2024-09-30
1,11404,131.0,2024-08-30,Buy,2024-09-30
2,11955,13.0,2024-08-30,Buy,2024-09-30
3,13721,57.0,2024-08-30,Buy,2024-09-30
4,13856,45.0,2024-08-30,Buy,2024-09-30
5,15408,93.0,2024-08-30,Buy,2024-09-30
6,16678,142.0,2024-08-30,Buy,2024-09-30
7,17144,1840.0,2024-08-30,Buy,2024-09-30
8,17750,18.0,2024-08-30,Buy,2024-09-30
9,17942,178.0,2024-08-30,Buy,2024-09-30
10,18163,16.0,2024-08-30,Buy,2024-09-30
11,18729,95.0,2024-08-30,Buy,2024-09-30
12,21178,64.0,2024-08-30,Buy,2024-09-30
13,21371,11.0,2024-08-30,Buy,2024-09-30
14,21936,55.0,2024-08-30,Buy,2024-09-30
15,22111,131.0,2024-08-30,Buy,2024-09-30
16,22752,61.0,2024-08-30,Buy,2024-09-30
17,23393,347.0,2024-08-30,Buy,2024-09-30
18,23536,6.0,2024-08-30,Buy,2024-09-30
19,24766,84.0,2024-08-30,Buy,2024-09-30
20,25320,2323.0,2024-08-30,Buy,2024-09-30
21,26825,1441.0,2024-08-30,Buy,2024-09-30
22,42585,453.0,2024-08-30,Buy,2024-09-30
23,48653,30.0,2024-08-30,Buy,2024-09-30
24,56274,788.0,2024-08-30,Buy,2024-09-30
25,64390,53.0,2024-08-30,Buy,2024-09-30
26,65875,30.0,2024-08-30,Buy,2024-09-30
27,76841,98.0,2024-08-30,Buy,2024-09-30
28,81061,172.0,2024-08-30,Buy,2024-09-30
29,81540,260.0,2024-08-30,Buy,2024-09-30
30,89626,85.0,2024-08-30,Buy,2024-09-30
31,92655,30.0,2024-08-30,Buy,2024-09-30
32,93429,527.0,2024-08-30,Buy,2024-09-30
33,rf,663.0,2024-08-30,Buy,2024-09-30
34,24877,566.0,2024-08-30,Buy,2024-09-30
35,25146,67.0,2024-08-30,Buy,2024-09-30
0,11404,168.0,2024-09-30,Buy,2024-10-31
1,16600,4.0,2024-09-30,Buy,2024-10-31
2,17144,2511.0,2024-09-30,Buy,2024-10-31
3,18729,14.0,2024-09-30,Buy,2024-10-31
4,21178,20.0,2024-09-30,Buy,2024-10-31
5,22111,12.0,2024-09-30,Buy,2024-10-31
6,23393,651.0,2024-09-30,Buy,2024-10-31
7,23931,71.0,2024-09-30,Buy,2024-10-31
8,24766,8.0,2024-09-30,Buy,2024-10-31
9,25320,3310.0,2024-09-30,Buy,2024-10-31
10,26825,1729.0,2024-09-30,Buy,2024-10-31
11,42585,490.0,2024-09-30,Buy,2024-10-31
12,48653,46.0,2024-09-30,Buy,2024-10-31
13,56274,714.0,2024-09-30,Buy,2024-10-31
14,64390,5.0,2024-09-30,Buy,2024-10-31
15,76841,150.0,2024-09-30,Buy,2024-10-31
16,81061,214.0,2024-09-30,Buy,2024-10-31
17,81540,241.0,2024-09-30,Buy,2024-10-31
18,89626,26.0,2024-09-30,Buy,2024-10-31
19,92655,12.0,2024-09-30,Buy,2024-10-31
20,93429,702.0,2024-09-30,Buy,2024-10-31
21,rf,640.0,2024-09-30,Buy,2024-10-31
22,24877,34.0,2024-09-30,Buy,2024-10-31
0,11308,15.0,2024-10-31,Buy,2024-11-29
1,11404,245.0,2024-10-31,Buy,2024-11-29
2,13856,4.0,2024-10-31,Buy,2024-11-29
3,15408,6.0,2024-10-31,Buy,2024-11-29
4,17144,2335.0,2024-10-31,Buy,2024-11-29
5,17942,252.0,2024-10-31,Buy,2024-11-29
6,18163,24.0,2024-10-31,Buy,2024-11-29
7,18411,9.0,2024-10-31,Buy,2024-11-29
8,21178,14.0,2024-10-31,Buy,2024-11-29
9,22111,192.0,2024-10-31,Buy,2024-11-29
10,23393,396.0,2024-10-31,Buy,2024-11-29
11,23536,6.0,2024-10-31,Buy,2024-11-29
12,23931,126.0,2024-10-31,Buy,2024-11-29
13,24766,10.0,2024-10-31,Buy,2024-11-29
14,25320,2782.0,2024-10-31,Buy,2024-11-29
15,26825,1785.0,2024-10-31,Buy,2024-11-29
16,42585,413.0,2024-10-31,Buy,2024-11-29
17,56274,172.0,2024-10-31,Buy,2024-11-29
18,65875,2.0,2024-10-31,Buy,2024-11-29
19,66093,378.0,2024-10-31,Buy,2024-11-29
20,76841,143.0,2024-10-31,Buy,2024-11-29
21,77730,1.0,2024-10-31,Buy,2024-11-29
22,81061,229.0,2024-10-31,Buy,2024-11-29
23,81540,233.0,2024-10-31,Buy,2024-11-29
24,89626,27.0,2024-10-31,Buy,2024-11-29
25,93429,814.0,2024-10-31,Buy,2024-11-29
26,rf,690.0,2024-10-31,Buy,2024-11-29
27,25434,286.0,2024-10-31,Buy,2024-11-29
0,11404,398.0,2024-11-29,Buy,2024-12-29
1,15408,14.0,2024-11-29,Buy,2024-12-29
2,16600,3.0,2024-11-29,Buy,2024-12-29
3,17144,2312.0,2024-11-29,Buy,2024-12-29
4,17750,59.0,2024-11-29,Buy,2024-12-29
5,17942,28.0,2024-11-29,Buy,2024-12-29
6,18163,93.0,2024-11-29,Buy,2024-12-29
7,18411,112.0,2024-11-29,Buy,2024-12-29
8,18729,231.0,2024-11-29,Buy,2024-12-29
9,21178,6.0,2024-11-29,Buy,2024-12-29
10,22111,328.0,2024-11-29,Buy,2024-12-29
11,22752,4.0,2024-11-29,Buy,2024-12-29
12,23026,2.0,2024-11-29,Buy,2024-12-29
13,23393,241.0,2024-11-29,Buy,2024-12-29
14,23931,179.0,2024-11-29,Buy,2024-12-29
15,25320,2430.0,2024-11-29,Buy,2024-12-29
16,26825,1549.0,2024-11-29,Buy,2024-12-29
17,27959,9.0,2024-11-29,Buy,2024-12-29
18,42585,364.0,2024-11-29,Buy,2024-12-29
19,56274,298.0,2024-11-29,Buy,2024-12-29
20,64390,48.0,2024-11-29,Buy,2024-12-29
21,64936,1.0,2024-11-29,Buy,2024-12-29
22,65875,12.0,2024-11-29,Buy,2024-12-29
23,66093,1061.0,2024-11-29,Buy,2024-12-29
24,76841,192.0,2024-11-29,Buy,2024-12-29
25,81061,110.0,2024-11-29,Buy,2024-12-29
26,81540,143.0,2024-11-29,Buy,2024-12-29
27,89626,173.0,2024-11-29,Buy,2024-12-29
28,92655,1.0,2024-11-29,Buy,2024-12-29
29,93429,974.0,2024-11-29,Buy,2024-12-29
30,rf,536.0,2024-11-29,Buy,2024-12-29
31,24877,1.0,2024-11-29,Buy,2024-12-29
